dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
country,ch,ch,Switzerland,CH,Switzerland,D002,Cholera,霍乱,Bacterial,2013-01-01,2013-01,0,0.0,0,0.0,wpp_computed,,2013-01-01,2026-06-01,2026-08-01T00:00:00+00:00,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D002,Cholera,霍乱,Bacterial,2014-01-01,2014-01,0,0.0,0,0.0,wpp_computed,,2013-01-01,2026-06-01,2026-08-01T00:00:00+00:00,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D002,Cholera,霍乱,Bacterial,2015-01-01,2015-01,2,0.038356164383561646,0,0.02414311847486955,wpp_computed,,2013-01-01,2026-06-01,2026-08-01T00:00:00+00:00,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D002,Cholera,霍乱,Bacterial,2016-01-01,2016-01,1,0.019178082191780823,0,0.011940439654152328,wpp_computed,,2013-01-01,2026-06-01,2026-08-01T00:00:00+00:00,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D002,Cholera,霍乱,Bacterial,2017-01-01,2017-01,0,0.0,0,0.0,wpp_computed,,2013-01-01,2026-06-01,2026-08-01T00:00:00+00:00,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D002,Cholera,霍乱,Bacterial,2018-01-01,2018-01,0,0.0,0,0.0,wpp_computed,,2013-01-01,2026-06-01,2026-08-01T00:00:00+00:00,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D002,Cholera,霍乱,Bacterial,2019-01-01,2019-01,2,0.038356164383561646,0,0.023316752013751288,wpp_computed,,2013-01-01,2026-06-01,2026-08-01T00:00:00+00:00,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D002,Cholera,霍乱,Bacterial,2020-01-01,2020-01,0,0.0,0,0.0,wpp_computed,,2013-01-01,2026-06-01,2026-08-01T00:00:00+00:00,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D002,Cholera,霍乱,Bacterial,2021-01-01,2021-01,0,0.0,0,0.0,wpp_computed,,2013-01-01,2026-06-01,2026-08-01T00:00:00+00:00,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D002,Cholera,霍乱,Bacterial,2022-01-01,2022-01,0,0.0,0,0.0,wpp_computed,,2013-01-01,2026-06-01,2026-08-01T00:00:00+00:00,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
