dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D165,amebiasis,Amebiasis,HK,"Hong Kong, China",D165,Amebiasis,阿米巴病,Parasitic,1997-01-01,1997-01,2,0.45161290322580644,0,,missing_population,,1997-01-01,2026-05-01,2026-07-25T00:00:00+00:00,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D165,amebiasis,Amebiasis,HK,"Hong Kong, China",D165,Amebiasis,阿米巴病,Parasitic,1997-02-01,1997-02,0,0.0,0,,missing_population,,1997-01-01,2026-05-01,2026-07-25T00:00:00+00:00,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D165,amebiasis,Amebiasis,HK,"Hong Kong, China",D165,Amebiasis,阿米巴病,Parasitic,1997-03-01,1997-03,2,0.5,0,,missing_population,,1997-01-01,2026-05-01,2026-07-25T00:00:00+00:00,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D165,amebiasis,Amebiasis,HK,"Hong Kong, China",D165,Amebiasis,阿米巴病,Parasitic,1997-04-01,1997-04,1,0.22580645161290322,0,,missing_population,,1997-01-01,2026-05-01,2026-07-25T00:00:00+00:00,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D165,amebiasis,Amebiasis,HK,"Hong Kong, China",D165,Amebiasis,阿米巴病,Parasitic,1997-05-01,1997-05,1,0.23333333333333334,0,,missing_population,,1997-01-01,2026-05-01,2026-07-25T00:00:00+00:00,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D165,amebiasis,Amebiasis,HK,"Hong Kong, China",D165,Amebiasis,阿米巴病,Parasitic,1997-06-01,1997-06,0,0.0,0,,missing_population,,1997-01-01,2026-05-01,2026-07-25T00:00:00+00:00,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D165,amebiasis,Amebiasis,HK,"Hong Kong, China",D165,Amebiasis,阿米巴病,Parasitic,1997-07-01,1997-07,2,0.4666666666666667,0,,missing_population,,1997-01-01,2026-05-01,2026-07-25T00:00:00+00:00,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D165,amebiasis,Amebiasis,HK,"Hong Kong, China",D165,Amebiasis,阿米巴病,Parasitic,1997-08-01,1997-08,0,0.0,0,,missing_population,,1997-01-01,2026-05-01,2026-07-25T00:00:00+00:00,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D165,amebiasis,Amebiasis,HK,"Hong Kong, China",D165,Amebiasis,阿米巴病,Parasitic,1997-09-01,1997-09,0,0.0,0,,missing_population,,1997-01-01,2026-05-01,2026-07-25T00:00:00+00:00,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D165,amebiasis,Amebiasis,HK,"Hong Kong, China",D165,Amebiasis,阿米巴病,Parasitic,1997-10-01,1997-10,3,0.7000000000000001,0,,missing_population,,1997-01-01,2026-05-01,2026-07-25T00:00:00+00:00,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
