dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D021,dengue,Dengue,AU,Australia,D021,Dengue,登革热,Viral,2000-01-01,2000-01,61,13.774193548387096,0,0.318829700565076,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:57:26.492499+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D021,dengue,Dengue,AU,Australia,D021,Dengue,登革热,Viral,2000-02-01,2000-02,62,14.0,0,0.32405641696778215,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:57:26.492499+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D021,dengue,Dengue,AU,Australia,D021,Dengue,登革热,Viral,2000-03-01,2000-03,31,7.482758620689655,0,0.16202820848389107,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:57:26.492499+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D021,dengue,Dengue,AU,Australia,D021,Dengue,登革热,Viral,2000-04-01,2000-04,20,4.516129032258064,0,0.10453432805412327,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:57:26.492499+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D021,dengue,Dengue,AU,Australia,D021,Dengue,登革热,Viral,2000-05-01,2000-05,9,2.1,0,0.047040447624355476,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:57:26.492499+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D021,dengue,Dengue,AU,Australia,D021,Dengue,登革热,Viral,2000-06-01,2000-06,10,2.258064516129032,0,0.052267164027061636,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:57:26.492499+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D021,dengue,Dengue,AU,Australia,D021,Dengue,登革热,Viral,2000-07-01,2000-07,3,0.7000000000000001,0,0.015680149208118492,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:57:26.492499+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D021,dengue,Dengue,AU,Australia,D021,Dengue,登革热,Viral,2000-08-01,2000-08,2,0.45161290322580644,0,0.010453432805412327,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:57:26.492499+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D021,dengue,Dengue,AU,Australia,D021,Dengue,登革热,Viral,2000-09-01,2000-09,6,1.3548387096774193,0,0.031360298416236984,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:57:26.492499+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D021,dengue,Dengue,AU,Australia,D021,Dengue,登革热,Viral,2000-10-01,2000-10,3,0.7000000000000001,0,0.015680149208118492,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:57:26.492499+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
